id,template,slipsense,mappedscale,faultage,sliprate,sentence
1295,known_age,unknown,"1:500,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1296,known_age,unknown,"1:500,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1297,known_age,unknown,"1:500,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1298,known_age,unknown,"1:500,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1299,known_age,unknown,"1:500,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1300,known_age,unknown,"1:500,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1301,known_age,unknown,"1:500,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1302,known_age,unknown,"1:500,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1303,known_age,unknown,"1:500,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1304,undetermined_age,unknown,"1:500,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1305,known_age,unknown,"1:500,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1306,known_age,unknown,"1:500,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1307,known_age,unknown,"1:500,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1308,known_age,unknown,"1:500,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1309,known_age,unknown,"1:500,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1310,known_age,unknown,"1:500,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:500,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1311,known_age,unknown,"1:700,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1312,known_age,unknown,"1:700,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1313,known_age,unknown,"1:700,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1314,known_age,unknown,"1:700,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1315,known_age,unknown,"1:700,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1316,known_age,unknown,"1:700,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1317,known_age,unknown,"1:700,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1318,known_age,unknown,"1:700,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1319,known_age,unknown,"1:700,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1320,known_age,unknown,"1:700,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1321,known_age,unknown,"1:700,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1322,known_age,unknown,"1:700,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1323,known_age,unknown,"1:700,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1324,known_age,unknown,"1:700,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1325,known_age,unknown,"1:700,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1326,known_age,unknown,"1:700,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1327,known_age,unknown,"1:700,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1328,known_age,unknown,"1:700,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1329,known_age,unknown,"1:700,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1330,known_age,unknown,"1:700,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1331,known_age,unknown,"1:700,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1332,known_age,unknown,"1:700,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1333,known_age,unknown,"1:700,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1334,known_age,unknown,"1:700,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1335,undetermined_age,unknown,"1:700,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1336,known_age,unknown,"1:700,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a unknown fault that was mapped at 1:700,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
